repo,pr_id,file_count,modified_files,modified_functions,total_additions,total_deletions,commit_messages
langchain-ai/langchain,38528,2,"['libs/core/langchain_core/runnables/utils.py', 'libs/core/tests/unit_tests/runnables/test_utils.py']","['__init__', 'call', 'test_bound_method_nonlocals_do_not_keep_instance_alive', '_get_function_nonlocal_names', 'ref', 'tuple']",34,5,['fix(core): avoid retaining callables in nonlocal cache']
langchain-ai/langchain,38527,1,['libs/langchain/langchain_classic/agents/agent_iterator.py'],[],2,2,['docs: use American spelling in agent iterator logs']
langchain-ai/langchain,38525,2,"['libs/core/langchain_core/language_models/llms.py', 'libs/core/tests/unit_tests/language_models/llms/test_cache.py']","['__init__', 'clear', '__len__', 'SizedCache', 'lookup', 'len', 'update', 'test_sized_cache_generate_sync']",62,3,"['fix(core): use \\`is not None\\` instead of truthiness check for cache in \\`get_prompts\\`, \\`aget_prompts\\`, and \\`aupdate_cache\\`\n\nCloses #38440\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38523,8,"['libs/core/langchain_core/language_models/llms.py', 'libs/core/langchain_core/tracers/evaluation.py', 'libs/core/tests/unit_tests/language_models/llms/test_cache.py', 'libs/core/tests/unit_tests/tracers/test_evaluation.py', 'libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py', 'libs/partners/anthropic/tests/unit_tests/middleware/test_anthropic_tools.py', 'libs/partners/mistralai/langchain_mistralai/chat_models.py', 'libs/partners/mistralai/tests/unit_tests/test_chat_models.py']","['test_feedback_config_none_when_not_set', '__len__', 'test_other_fields_still_forwarded', '_make_handler', 'test_feedback_config_forwarded_when_set', '_make_run', 'test_nested_key_present_only_in_one_output', 'ChatMistralAI', 'test_state_rename_succeeds', 'isinstance', 'clear', '_merge_token_usage_value', 'test_filesystem_rename_succeeds', 'test_state_rename_file_not_found_raises', 'not', 'test_model_name_in_result', 'test_flat_integer_fields_are_summed', 'SizedCache', 'lookup', 'update', 'test_sized_cache_generate_sync', '_make_llm', '__init__', 'test_none_outputs_are_skipped', 'test_nested_dict_fields_are_merged', 'test_feedback_config_categorical', 'len', 'EvaluatorCallbackHandler']",352,7,"['fix(core): forward `feedback_config` to `create_feedback` in `EvaluatorCallbackHandler`\n\nCloses #31802\n\nCo-authored-by: Cursor <cursoragent@cursor.com>', 'fix(mistralai): handle nested dict token usage fields in `_combine_llm_outputs`\n\nCloses #38482\n\nCo-authored-by: Cursor <cursoragent@cursor.com>', 'fix(anthropic): use `args[""path""]` instead of `args[""old_path""]` in `_handle_rename`\n\nCloses #38465\n\nCo-authored-by: Cursor <cursoragent@cursor.com>', 'fix(core): use \\`is not None\\` instead of truthiness check for cache in \\`get_prompts\\`, \\`aget_prompts\\`, and \\`aupdate_cache\\`\n\nCloses #38440\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38522,1,['libs/partners/fireworks/langchain_fireworks/chat_models.py'],[],7,11,['docs(fireworks): clarify prompt-cache session affinity guidance']
langchain-ai/langchain,38520,2,"['libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py', 'libs/partners/anthropic/tests/unit_tests/middleware/test_anthropic_tools.py']","['test_file_tool_rename_integration', 'isinstance']",95,0,"['fix(anthropic): map path to old_path in file tool rename callback', 'fix: restore docstring and verify f-string']"
langchain-ai/langchain,38519,2,"['libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py', 'libs/partners/anthropic/tests/unit_tests/middleware/test_anthropic_tools.py']","['test_file_tool_rename_integration', 'isinstance']",95,2,['fix(anthropic): map path to old_path in file tool rename callback']
langchain-ai/langchain,38518,2,"['libs/partners/fireworks/langchain_fireworks/chat_models.py', 'libs/partners/fireworks/tests/unit_tests/test_chat_models.py']","['test_extra_headers_forwarded_when_streaming', 'test_extra_headers_forwarded_to_sync_create']",85,1,['test(fireworks): cover request-level extra headers']
langchain-ai/langchain,38517,3,"['libs/text-splitters/langchain_text_splitters/__init__.py', 'libs/text-splitters/langchain_text_splitters/indic.py', 'libs/text-splitters/tests/unit_tests/test_text_splitters.py']","['test_indic_text_splitter', 'IndicTextSplitter', '__init__']",40,0,['feat(text-splitters): add IndicTextSplitter for Hindi/Indic languages']
langchain-ai/langchain,38516,2,"['libs/partners/chroma/langchain_chroma/vectorstores.py', 'libs/partners/chroma/tests/unit_tests/test_vectorstores.py']","['fn', 'chroma_instance', 'test_select_relevance_score_fn_ip_distance', 'test_select_relevance_score_fn_with_override', 'len', 'test_chroma_max_inner_product_relevance_score_fn', '_chroma_max_inner_product_relevance_score_fn', 'test_similarity_search_by_vector_with_relevance_scores']",97,26,"['fix(chroma): normalize relevance scores in similarity_search_by_vector_with_relevance_scores\n\nsimilarity_search_by_vector_with_relevance_scores returned raw Chroma distances instead of normalized [0,1] relevance scores. The IP distance also used the base class normalization which assumes -inner_product, but Chroma stores distances as 1.0 - inner_product.']"
langchain-ai/langchain,38515,3,"['libs/core/langchain_core/tools/base.py', 'libs/core/langchain_core/tools/structured.py', 'libs/core/tests/unit_tests/test_tools.py']","['test_tool_class_does_not_inherit_parent_docstring', 'isinstance', 'ChildTool', '_get_own_docstring', 'test_tool_class_keeps_own_docstring', 'ParentTool']",43,2,"[""core[fix]: don't inherit tool description from parent class docstring""]"
langchain-ai/langchain,38514,4,"['libs/langchain/langchain_classic/agents/chat/base.py', 'libs/langchain/langchain_classic/agents/structured_chat/base.py', 'libs/langchain/tests/unit_tests/agents/test_chat.py', 'libs/langchain/tests/unit_tests/agents/test_structured_chat.py']","['test_structured_chat_agent_save_reports_unsupported', 'test_chat_agent_save_reports_unsupported']",31,2,['Fix unsupported save for classic chat agents']
langchain-ai/langchain,38513,2,"['libs/langchain_v1/langchain/agents/middleware/file_search.py', 'libs/langchain_v1/tests/unit_tests/agents/middleware/implementations/test_file_search.py']","['test_glob_allows_double_dots_inside_path_segment', 'any', 'isinstance']",23,5,['fix(langchain): allow dotted file search path segments']
langchain-ai/langchain,38512,2,"['libs/core/langchain_core/caches.py', 'libs/core/tests/unit_tests/caches/test_in_memory_cache.py']","['test_update_existing_key_at_maxsize_does_not_evict', 'len']",21,1,"['fix(core): skip eviction when updating existing cache key\n\nAt maxsize, update() was always dropping the oldest entry even for\nin-place updates, evicting unrelated prompts.\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38511,2,"['libs/partners/chroma/langchain_chroma/vectorstores.py', 'libs/partners/chroma/tests/integration_tests/test_vectorstores.py']",[],5,3,['fix(chroma): normalize vector relevance scores\n\nsimilarity_search_by_vector_with_relevance_scores was returning raw\ndistances instead of applying _select_relevance_score_fn like the\ntext query path does.\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38510,1,['libs/core/langchain_core/utils/json.py'],[],1,1,['fix: generalize JSON custom parser to handle any field name (closes #36603)']
langchain-ai/langchain,38507,1,['libs/partners/qdrant/tests/integration_tests/test_aadd_documents_ids.py'],"['qdrant_client', 'qdrant_vector_store', 'embed_documents', 'aadd_documents', 'make_uuid_ids', 'embed_query', 'FakeEmbeddings', 'len', 'deprecated_qdrant_sync']",191,0,['test(qdrant): add regression test for issue #32283\n\nSigned-off-by: NDV Hareesh <89001360+ndvHareesh@users.noreply.github.com>']
langchain-ai/langchain,38505,3,"['libs/partners/qdrant/langchain_qdrant/vectorstores.py', 'libs/partners/qdrant/tests/integration_tests/async_api/test_similarity_search.py', 'libs/partners/qdrant/tests/integration_tests/test_similarity_search.py']","['test_qdrant_similarity_search_with_relevance_scores_normalization', 'len']",54,49,['fix(qdrant): inherit `_similarity_search_with_relevance_scores` to enable normalization']
langchain-ai/langchain,38503,1,['libs/core/langchain_core/load/dump.py'],"['hasattr', '_dump_pydantic_models', 'isinstance']",19,15,['fix: recursively convert Pydantic models to dicts during serialization (closes #36603)']
langchain-ai/langchain,38502,2,"['libs/core/langchain_core/utils/_merge.py', 'libs/core/tests/unit_tests/utils/test_utils.py']","['test_merge_dicts_dedupes_repeated_nested_stable_string_metadata', 'test_merge_dicts_concatenates_unrecognized_equal_strings', 'test_merge_dicts_concatenates_different_stable_string_metadata', 'test_merge_dicts_dedupes_repeated_stable_string_metadata']",50,1,['GitContribute issue #38366']
langchain-ai/langchain,38501,2,"['libs/core/langchain_core/messages/base.py', 'libs/core/tests/unit_tests/messages/block_translators/test_groq.py']","['test_extract_reasoning_from_additional_kwargs_ignores_empty_string', 'test_extract_reasoning_from_additional_kwargs_returns_reasoning']",22,1,"['fix(core): ignore empty strings in `_extract_reasoning_from_additional_kwargs`\n\nSome model providers (e.g., ChatTongyi) set `reasoning_content` to an\nempty string after the reasoning stage completes. This creates empty\n`ReasoningContentBlock` entries in `content_blocks` when\n`LC_OUTPUT_VERSION=v1` is set.\n\nChange the condition from `is not None` to a truthy check so that empty\nstrings are treated the same as `None`.']"
langchain-ai/langchain,38500,2,"['libs/text-splitters/langchain_text_splitters/html.py', 'libs/text-splitters/tests/unit_tests/test_text_splitters.py']","['test_html_semantic_preserving_splitter_preserves_inline_tag_text_order', 'suppress_langchain_beta_warning']",47,21,['fix(text-splitters): preserve inline tag text order in HTML splitter\n\nRecursing into <p> tags with only inline formatting scrambled text order.\n\nFixes #38404\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38499,2,"['libs/core/tests/unit_tests/runnables/test_runnable_events_v1.py', 'libs/core/tests/unit_tests/utils/test_function_calling.py']",[],0,6,"['test(core): remove stale xfail markers for passing tests\n\nBoth tests pass now but were still marked xfail, showing XPASS in CI.\n\nFixes #38266\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38498,1,['libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py'],[],4,0,"['fix(anthropic): pass old_path when dispatching file_tool rename\n\n_handle_rename reads args[""old_path""] but file_tool never set it, so every\nrename crashed with KeyError.\n\nFixes #38465\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38497,2,"['libs/core/langchain_core/utils/_merge.py', 'libs/core/tests/unit_tests/utils/test_utils.py']",[],23,1,['fix(core): skip duplicate stream metadata strings in merge_dicts\n\nIdentical model_name/finish_reason values were getting concatenated when\nmerging streaming chunks. Keep last-wins for stable metadata fields.\n\nFixes #38366\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38496,2,"['libs/partners/anthropic/langchain_anthropic/chat_models.py', 'libs/partners/anthropic/tests/unit_tests/test_chat_models.py']",['test__format_messages_preserves_tool_use_cache_control'],42,4,['fix(anthropic): preserve cache_control on deduplicated tool_use blocks\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38495,2,"['libs/text-splitters/langchain_text_splitters/html.py', 'libs/text-splitters/tests/unit_tests/test_text_splitters.py']","['test_html_semantic_preserving_splitter_preserves_inline_tag_text_order', 'suppress_langchain_beta_warning']",47,21,['fix(text-splitters): preserve inline tag text order in HTML splitter\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38494,2,"['libs/partners/openai/langchain_openai/chat_models/azure.py', 'libs/partners/openai/tests/unit_tests/chat_models/test_azure.py']","['MockParsedMessage', 'MockChatCompletion', 'MockChoice', 'ModelOutput', 'test_create_chat_result_avoids_parsed_model_dump_warning']",55,2,['fix(openai): avoid Azure parsed model dump warnings']
langchain-ai/langchain,38492,2,"['libs/partners/indic-text-loader/langchain_indic_text_loader/__init__.py', 'libs/partners/indic-text-loader/tests/unit_tests/test_indic_text_loader.py']","['lazy_load', 'test_lazy_load', 'IndicTextLoader', '__init__', 'test_load_marathi_document', 'test_all_supported_languages', 'load', 'test_unsupported_language_raises_error', 'test_file_not_found_raises_error', 'test_custom_metadata', 'test_load_hindi_document', 'len', 'marathi_text_file', 'hindi_text_file']",214,0,['partners: Add IndicTextLoader as a new partner package\n\nAdds a standalone document loader with support for 12 Indian languages.\nFeatures:\n- Proper UTF-8 handling for Devanagari and Indic scripts\n- Fallback encoding support for legacy files\n- Language code metadata (ISO 639-1)\n- Lazy loading support']
langchain-ai/langchain,38491,1,['libs/core/langchain_core/language_models/model_profile.py'],['supported'],4,8,['docs(core): add format details to ModelProfile docstrings']
langchain-ai/langchain,38490,3,"['libs/partners/anthropic/langchain_anthropic/_version.py', 'libs/partners/anthropic/pyproject.toml', 'libs/partners/anthropic/uv.lock']",[],3,3,['release(anthropic): 1.4.8']
langchain-ai/langchain,38489,2,"['libs/partners/mistralai/langchain_mistralai/chat_models.py', 'libs/partners/mistralai/tests/unit_tests/test_chat_models.py']","['test_combine_llm_outputs_nested_key_only_in_one_output', 'isinstance', '_merge_token_usage_value', 'test_combine_llm_outputs_none_entries', 'test_combine_llm_outputs_none_token_usage', 'test_combine_llm_outputs_flat_int_fields', 'test_combine_llm_outputs_nested_dicts']",108,1,['fix(mistralai): handle nested dict token usage in _combine_llm_outputs']
langchain-ai/langchain,38488,2,"['libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py', 'libs/partners/anthropic/tests/unit_tests/middleware/test_anthropic_tools.py']","['not', 'test_filesystem_rename_operation', 'isinstance']",45,4,"['fix(anthropic): read source path from `args[""path""]` in file rename handlers\n\nThe `rename` command of the state- and filesystem-backed text editor and\nmemory middleware always raised `KeyError: \'old_path\'`. The tool builds\nthe handler `args` with the source path under the `path` key (and the\ndestination under `new_path`) and never populates `old_path`, but both\n`_handle_rename` methods read `args[""old_path""]`. Every sibling handler\n(`_handle_view`, `_handle_create`, `_handle_str_replace`, `_handle_insert`,\n`_handle_delete`) correctly reads `args[""path""]`.\n\nRead the source path from `args[""path""]` in both `_handle_rename` methods so\n`rename` works end-to-end.\n\nCo-Authored-By: Claude Opus 4.8 (1M context) <noreply@anthropic.com>']"
langchain-ai/langchain,38487,6,"['libs/core/langchain_core/tracers/evaluation.py', 'libs/core/tests/unit_tests/tracers/test_evaluation.py', 'libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py', 'libs/partners/anthropic/tests/unit_tests/middleware/test_anthropic_tools.py', 'libs/partners/mistralai/langchain_mistralai/chat_models.py', 'libs/partners/mistralai/tests/unit_tests/test_chat_models.py']","['test_feedback_config_none_when_not_set', 'test_other_fields_still_forwarded', '_make_handler', 'test_feedback_config_forwarded_when_set', '_make_run', 'test_nested_key_present_only_in_one_output', 'ChatMistralAI', 'test_state_rename_succeeds', 'isinstance', '_merge_token_usage_value', 'test_filesystem_rename_succeeds', 'test_model_name_in_result', 'not', 'test_state_rename_file_not_found_raises', 'test_flat_integer_fields_are_summed', '_make_llm', 'test_none_outputs_are_skipped', 'test_nested_dict_fields_are_merged', 'test_feedback_config_categorical', 'len', 'EvaluatorCallbackHandler']",290,4,"['fix(core): forward `feedback_config` to `create_feedback` in `EvaluatorCallbackHandler`\n\nCloses #31802\n\nCo-authored-by: Cursor <cursoragent@cursor.com>', 'fix(mistralai): handle nested dict token usage fields in `_combine_llm_outputs`\n\nCloses #38482\n\nCo-authored-by: Cursor <cursoragent@cursor.com>', 'fix(anthropic): use `args[""path""]` instead of `args[""old_path""]` in `_handle_rename`\n\nCloses #38465\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38483,4,"['libs/core/langchain_core/tracers/evaluation.py', 'libs/core/tests/unit_tests/tracers/test_evaluation.py', 'libs/partners/mistralai/langchain_mistralai/chat_models.py', 'libs/partners/mistralai/tests/unit_tests/test_chat_models.py']","['_make_llm', 'test_model_name_in_result', 'ChatMistralAI', 'test_nested_key_present_only_in_one_output', 'test_flat_integer_fields_are_summed', 'isinstance', 'test_feedback_config_none_when_not_set', 'test_other_fields_still_forwarded', '_merge_token_usage_value', 'test_none_outputs_are_skipped', 'test_nested_dict_fields_are_merged', '_make_handler', 'test_feedback_config_forwarded_when_set', 'test_feedback_config_categorical', '_make_run', 'EvaluatorCallbackHandler']",221,1,"['fix(core): forward `feedback_config` to `create_feedback` in `EvaluatorCallbackHandler`\n\nCloses #31802\n\nCo-authored-by: Cursor <cursoragent@cursor.com>', 'fix(mistralai): handle nested dict token usage fields in `_combine_llm_outputs`\n\nCloses #38482\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38481,2,"['libs/core/langchain_core/tracers/evaluation.py', 'libs/core/tests/unit_tests/tracers/test_evaluation.py']","['test_feedback_config_none_when_not_set', 'test_other_fields_still_forwarded', '_make_handler', 'test_feedback_config_forwarded_when_set', 'test_feedback_config_categorical', '_make_run', 'EvaluatorCallbackHandler']",114,0,['fix(core): forward `feedback_config` to `create_feedback` in `EvaluatorCallbackHandler`\n\nCloses #31802\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']
langchain-ai/langchain,38480,3,"['libs/core/langchain_core/language_models/base.py', 'libs/core/langchain_core/language_models/chat_models.py', 'libs/core/tests/unit_tests/language_models/test_imports.py']","['test_pydantic_rebuild_handles_subclass_dict_method_shadowing_builtin', 'DictMethodLanguageModel', 'dict', 'generate_prompt']",47,3,['fix(core): avoid `dict` shadowing in language models']
langchain-ai/langchain,38479,1,['libs/partners/anthropic/uv.lock'],[],4,4,['chore: bump langgraph-checkpoint in /libs/partners/anthropic\n\nBumps [langgraph-checkpoint](https://github.com/langchain-ai/langgraph) from 4.1.0 to 4.1.1.\n- [Release notes](https://github.com/langchain-ai/langgraph/releases)\n- [Commits](https://github.com/langchain-ai/langgraph/compare/checkpoint==4.1.0...checkpoint==4.1.1)\n\n---\nupdated-dependencies:\n- dependency-name: langgraph-checkpoint\n  dependency-version: 4.1.1\n  dependency-type: indirect\n...\n\nSigned-off-by: dependabot[bot] <support@github.com>']
langchain-ai/langchain,38478,1,['libs/partners/huggingface/uv.lock'],[],4,4,['chore: bump langgraph-checkpoint in /libs/partners/huggingface\n\nBumps [langgraph-checkpoint](https://github.com/langchain-ai/langgraph) from 4.1.0 to 4.1.1.\n- [Release notes](https://github.com/langchain-ai/langgraph/releases)\n- [Commits](https://github.com/langchain-ai/langgraph/compare/checkpoint==4.1.0...checkpoint==4.1.1)\n\n---\nupdated-dependencies:\n- dependency-name: langgraph-checkpoint\n  dependency-version: 4.1.1\n  dependency-type: indirect\n...\n\nSigned-off-by: dependabot[bot] <support@github.com>']
langchain-ai/langchain,38477,1,['libs/langchain/uv.lock'],[],4,4,['chore: bump langgraph-checkpoint from 4.0.3 to 4.1.1 in /libs/langchain\n\nBumps [langgraph-checkpoint](https://github.com/langchain-ai/langgraph) from 4.0.3 to 4.1.1.\n- [Release notes](https://github.com/langchain-ai/langgraph/releases)\n- [Commits](https://github.com/langchain-ai/langgraph/compare/checkpoint==4.0.3...checkpoint==4.1.1)\n\n---\nupdated-dependencies:\n- dependency-name: langgraph-checkpoint\n  dependency-version: 4.1.1\n  dependency-type: indirect\n...\n\nSigned-off-by: dependabot[bot] <support@github.com>']
langchain-ai/langchain,38476,1,['libs/partners/openai/uv.lock'],[],4,4,['chore: bump langgraph-checkpoint in /libs/partners/openai\n\nBumps [langgraph-checkpoint](https://github.com/langchain-ai/langgraph) from 4.1.0 to 4.1.1.\n- [Release notes](https://github.com/langchain-ai/langgraph/releases)\n- [Commits](https://github.com/langchain-ai/langgraph/compare/checkpoint==4.1.0...checkpoint==4.1.1)\n\n---\nupdated-dependencies:\n- dependency-name: langgraph-checkpoint\n  dependency-version: 4.1.1\n  dependency-type: indirect\n...\n\nSigned-off-by: dependabot[bot] <support@github.com>']
langchain-ai/langchain,38475,1,['libs/langchain/uv.lock'],[],4,4,['chore: bump langgraph-sdk from 0.3.13 to 0.3.15 in /libs/langchain\n\nBumps [langgraph-sdk](https://github.com/langchain-ai/langgraph) from 0.3.13 to 0.3.15.\n- [Release notes](https://github.com/langchain-ai/langgraph/releases)\n- [Commits](https://github.com/langchain-ai/langgraph/compare/0.3.13...0.3.15)\n\n---\nupdated-dependencies:\n- dependency-name: langgraph-sdk\n  dependency-version: 0.3.15\n  dependency-type: indirect\n...\n\nSigned-off-by: dependabot[bot] <support@github.com>']
langchain-ai/langchain,38474,1,['libs/model-profiles/uv.lock'],[],3,3,['chore: bump langgraph-checkpoint in /libs/model-profiles\n\nBumps [langgraph-checkpoint](https://github.com/langchain-ai/langgraph) from 4.1.0 to 4.1.1.\n- [Release notes](https://github.com/langchain-ai/langgraph/releases)\n- [Commits](https://github.com/langchain-ai/langgraph/compare/checkpoint==4.1.0...checkpoint==4.1.1)\n\n---\nupdated-dependencies:\n- dependency-name: langgraph-checkpoint\n  dependency-version: 4.1.1\n  dependency-type: indirect\n...\n\nSigned-off-by: dependabot[bot] <support@github.com>']
langchain-ai/langchain,38473,3,"['libs/partners/fireworks/langchain_fireworks/_version.py', 'libs/partners/fireworks/pyproject.toml', 'libs/partners/fireworks/uv.lock']",[],3,3,['release(fireworks): 1.4.3']
langchain-ai/langchain,38472,3,"['libs/langchain/langchain_classic/chat_models/base.py', 'libs/langchain_v1/langchain/chat_models/base.py', 'libs/langchain_v1/tests/unit_tests/chat_models/test_chat_models.py']",[],5,2,"['fix(langchain): infer openai provider for o4 model name prefix\n\nAdd o4 alongside o1/o3 in _attempt_infer_model_provider so\ninit_chat_model(""o4-mini"") resolves to openai without an explicit\nmodel_provider.\n\nFixes #38243\n\nCo-authored-by: Cursor <cursoragent@cursor.com>']"
langchain-ai/langchain,38470,2,"['libs/core/langchain_core/language_models/chat_models.py', 'libs/core/tests/unit_tests/language_models/chat_models/test_base.py']","['_RaisingChatModel', '_CustomBaseException', '_generate', '_llm_type']",33,1,['bug: fix check for exceptions in `agenerate`']
langchain-ai/langchain,38467,2,"['libs/core/langchain_core/language_models/chat_models.py', 'libs/core/tests/unit_tests/language_models/chat_models/test_base.py']","['_RaisingChatModel', '_CustomBaseException', '_generate', '_llm_type']",33,1,['bug: fix check for exceptions in `agenerate`']
langchain-ai/langchain,38466,2,"['libs/partners/anthropic/langchain_anthropic/middleware/anthropic_tools.py', 'libs/partners/anthropic/tests/unit_tests/middleware/test_anthropic_tools.py']","['not', 'test_rename_via_file_tool_callback_filesystem', 'test_rename_via_file_tool_callback', 'isinstance']",81,0,"[""fix(anthropic): map path to old_path in file_tool rename callback\n\nThe file_tool callback builds args with 'path' but _handle_rename\nexpects 'old_path', causing KeyError on every rename across all four\nmiddleware subclasses. Set args['old_path'] = path when command is rename.\n\nFixes #38465""]"
langchain-ai/langchain,38464,2,"['libs/langchain_v1/langchain/chat_models/base.py', 'libs/langchain_v1/tests/unit_tests/chat_models/test_chat_models.py']",[],2,0,['fix(chat_models): add o4- series models to automatic provider inference']
langchain-ai/langchain,38463,6,"['libs/langchain_v1/langchain/agents/factory.py', 'libs/langchain_v1/langchain/agents/middleware/summarization.py', 'libs/langchain_v1/tests/unit_tests/agents/__snapshots__/test_return_direct_graph.ambr', 'libs/langchain_v1/tests/unit_tests/agents/middleware/core/__snapshots__/test_framework.ambr', 'libs/langchain_v1/tests/unit_tests/agents/middleware/core/test_wrap_model_call_state_update.py', 'libs/langchain_v1/tests/unit_tests/agents/middleware/implementations/test_summarization.py']","['test_before_model_preserves_valid_tool_messages', 'test_find_safe_cutoff_point_preserves_orphan_in_consecutive_group', 'InjectToolMessageMiddleware', 'test_filter_orphan_tool_messages_no_tool_messages', 'test_synthetic_tool_messages_route_back_to_model', 'test_filter_orphan_tool_messages_removes_unmatched', 'isinstance', 'test_filter_orphan_tool_messages_empty_list', 'wrap_model_call', 'foo', 'test_filter_orphan_tool_messages_tool_message_before_its_ai', 'any', '_filter_orphan_tool_messages', 'ToolBindFakeModel', 'test_before_model_removes_orphan_tool_messages', 'test_filter_orphan_tool_messages_multiple_aimessages', 'test_filter_orphan_tool_messages_keeps_all_when_no_orphans', 'bind_tools', 'len']",328,138,"['fix(agents): include loop_entry_node in model_to_tools destinations unconditionally\n\nThe router (_make_model_to_tools_edge) can return model_destination\n(loop_entry_node) on the ""artificial tool messages"" branch in EVERY\nconfiguration, not just when response_format or after_model are present.\n\nA wrap_model_call middleware that injects synthetic ToolMessages produces\nthis scenario (documented pattern for caching, HITL pre-approval, and\nreplay). Previously, the path_map omitted \'model\' in the default\nconfiguration, causing KeyError(\'model\') from langgraph\'s branch\ndispatcher.\n\nFixes langchain-ai/langchain#38351', 'fix: remove orphan ToolMessages after summarization cutoff\n\nWhen _find_safe_cutoff_point moves the cutoff backward to include a\nmatching AIMessage, consecutive orphan ToolMessages (those without a\npreceding AIMessage containing the matching tool_call_id) could also\nend up in the preserved section. Sending these orphans to the provider\ncauses a 400 error because no prior AIMessage requested that tool call.\n\nAdd _filter_orphan_tool_messages() to strip ToolMessages whose\ntool_call_id has no corresponding AIMessage in the preserved section.\nApply it in both before_model and abefore_model after partitioning.\n\nFixes #38352\n\nCo-Authored-By: Claude Opus 4.8 <noreply@anthropic.com>']"
langchain-ai/langchain,38462,4,"['libs/langchain_v1/langchain/agents/factory.py', 'libs/langchain_v1/tests/unit_tests/agents/__snapshots__/test_return_direct_graph.ambr', 'libs/langchain_v1/tests/unit_tests/agents/middleware/core/__snapshots__/test_framework.ambr', 'libs/langchain_v1/tests/unit_tests/agents/middleware/core/test_wrap_model_call_state_update.py']","['test_synthetic_tool_messages_route_back_to_model', 'isinstance', 'ToolBindFakeModel', 'bind_tools', 'InjectToolMessageMiddleware', 'wrap_model_call', 'foo']",100,138,"['fix(agents): include loop_entry_node in model_to_tools destinations unconditionally\n\nThe router (_make_model_to_tools_edge) can return model_destination\n(loop_entry_node) on the ""artificial tool messages"" branch in EVERY\nconfiguration, not just when response_format or after_model are present.\n\nA wrap_model_call middleware that injects synthetic ToolMessages produces\nthis scenario (documented pattern for caching, HITL pre-approval, and\nreplay). Previously, the path_map omitted \'model\' in the default\nconfiguration, causing KeyError(\'model\') from langgraph\'s branch\ndispatcher.\n\nFixes langchain-ai/langchain#38351']"
langchain-ai/langchain,38461,2,"['libs/core/langchain_core/utils/_merge.py', 'libs/core/tests/unit_tests/utils/test_utils.py']",[],73,1,"[""fix(core): prevent merge_dicts from concatenating identical metadata strings\n\nWhen streaming chunks from providers like OpenRouter that send multiple\nterminal chunks with identical metadata (model_name, finish_reason, etc.),\nmerge_dicts was concatenating these identical strings instead of preserving\nthem. For example, 'model_name: gpt-4' + 'model_name: gpt-4' would become\n'model_name: gpt-4gpt-4'.\n\nThis fix extends the existing deduplication guard (previously only for\n'id', 'output_version', 'model_provider') to also cover:\n- model_name\n- finish_reason\n- native_finish_reason\n- object\n- system_fingerprint\n- format\n\nFixes #38366""]"
langchain-ai/langchain,38460,2,"['libs/partners/anthropic/langchain_anthropic/chat_models.py', 'libs/partners/anthropic/tests/unit_tests/test_chat_models.py']","['test__format_messages_tool_use_no_cache_control_without_it', 'test__format_messages_tool_use_cache_control_preserved_with_tool_calls', 'len']",70,1,"['fix(anthropic): preserve cache_control on tool_use blocks when tool_calls exist\n\nWhen an AIMessage has a tool_use content block with cache_control AND a\nmatching tool_calls entry, _format_messages rebuilds the block from\ntool_calls (the preferred source). Previously this discarded cache_control\nalong with all other extra keys. Now cache_control from the original block\nis forwarded to _lc_tool_calls_to_anthropic_tool_use_blocks and applied\nto the rebuilt blocks.\n\nFixes #38398\n\nCo-Authored-By: Claude Opus 4.8 <noreply@anthropic.com>']"
langchain-ai/langchain,38459,4,"['libs/core/langchain_core/language_models/chat_models.py', 'libs/core/langchain_core/language_models/llms.py', 'libs/core/tests/unit_tests/language_models/chat_models/test_cache.py', 'libs/core/tests/unit_tests/language_models/llms/test_cache.py']","['SizedInMemoryCache', 'test_sized_local_cache_generate_sync', '__len__', 'len', 'test_sized_local_cache_sync']",67,9,['fix(core): respect sized llm caches']
