repo,pr_id,title,body,author,created_time,merged,labels
microsoft/vscode,323805,agentHost: Show background agents as complete,"## Summary
- change the synthesized turn-start message for `agent_idle` notifications from ""is idle"" to ""is complete""
- preserve the SDK-provided notification content shown inside an already-active turn
- update the direct system notification expectations

## Validation
- `npm run typecheck-client`
- `./scripts/test.sh --runGlob '**/copilotAgentSession.test.js' --grep 'system.notification'` (7 passing)\n- `npm run valid-layers-check`\n- `npm run precommit`\n- targeted ESLint on the changed files\n\n(Written by Copilot)",roblourens,2026-06-30T23:20:34Z,True,[]
microsoft/vscode,323803,Add VSC model E prompt with keep_compact instructions,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",yuezhang030,2026-06-30T23:12:21Z,True,['triage-needed']
microsoft/vscode,323794,"sessions: add browser-style chat tab keybindings (Cmd+T, Cmd+Shift+T, Delete)","## Summary

Adds three keybindings to the Agents window that mirror familiar browser tab management shortcuts:

| Shortcut | Action |
|---|---|
| `Cmd+T` / `Ctrl+T` | **New Chat** — opens a new chat within the active session |
| `Cmd+Shift+T` / `Ctrl+Shift+T` | **Reopen Last Closed Chat** — reopens the most recently closed chat tab |
| `Delete` / `Cmd+Backspace` (Mac) | **Delete Chat** — permanently deletes the active non-main chat (with confirmation) |

## Implementation Details

- All keybindings are scoped to `IsSessionsWindowContext && !EditorAreaFocusContext` so they only fire in the Agents window outside the editor area.
- `Cmd+T` additionally requires `SessionSupportsMultipleChatsContext` and `!SessionIsArchivedContext`.
- `Delete`/`Cmd+Backspace` additionally requires `InputFocusedContext.toNegated()` to prevent accidental deletion while typing in the chat composer or any input field.
- `CHAT_TAB_KEYBINDING_WEIGHT` was moved before `AddChatToSessionAction` so it can be shared by all tab-management actions.
- **Reopen Last Closed Chat correctness**: `closedChats` is ordered by chat creation order, not close time. Added `_closedChatOrder: IChat[]` to `VisibleSession` (appended on close, spliced on reopen) and exposed `lastClosedChat` on `IActiveSession` so the reopen action always targets the truly most-recently-closed chat.
- **New Chat fallback**: `AddChatToSessionAction.run` now falls back to `activeSession` when invoked via keybinding (no session context arg), matching the pattern used by `CloseChatAction`.",sandy081,2026-06-30T22:30:19Z,True,[]
microsoft/vscode,323792,Update xterm.js to 6.1.0-beta.288,"Resolves: https://github.com/microsoft/vscode/issues/307196 
Mainly takes: https://github.com/xtermjs/xterm.js/pull/6019 ",anthonykim1,2026-06-30T22:28:56Z,True,[]
microsoft/vscode,323790,Include Agent Host Copilot in session provider filter,"Part of: https://github.com/microsoft/vscode/issues/315193

- Add `AgentSessionProviders.AgentHostCopilot` to the `sessionProviderFilter` used by the session-reference attachment picker so Agent Host Copilot sessions appear alongside Local, Background, and Claude.
- Add the same provider to the `#session:` completion provider filter so Agent Host Copilot sessions are offered inline when typing `#session:`.
- Keep the existing provider ordering and append `AgentHostCopilot` last so the other providers' positions are preserved.

-----------------------------------------
Inspirations from:

- The `sessionProviderFilter` shape and the picker iteration it feeds come from the session-reference picker in [`chatContext.ts`](https://github.com/microsoft/vscode/blob/6ca57e423245f0c69d60b4004283cc34a1157187/src/vs/workbench/contrib/chat/browser/actions/chatContext.ts#L340-L341).
- The matching `#session:` completion filter that this change keeps aligned comes from [`chatInputCompletions.ts`](https://github.com/microsoft/vscode/blob/6ca57e423245f0c69d60b4004283cc34a1157187/src/vs/workbench/contrib/chat/browser/widget/input/editor/chatInputCompletions.ts#L996-L997).
- The `AgentHostCopilot` provider member comes from [`AgentSessionProviders`](https://github.com/microsoft/vscode/blob/6ca57e423245f0c69d60b4004283cc34a1157187/src/vs/workbench/contrib/chat/browser/agentSessions/agentSessions.ts#L22), backed by [`SessionType.AgentHostCopilot`](https://github.com/microsoft/vscode/blob/6ca57e423245f0c69d60b4004283cc34a1157187/src/vs/workbench/contrib/chat/common/chatSessionsService.ts#L313).
",anthonykim1,2026-06-30T22:13:05Z,True,[]
microsoft/vscode,323789,sessions: keep chat tab bar visible for closed chats and diverged title,"## What

In the Agents window session header, the chat tab strip now stays visible when there is more than one chat **even if some chats are closed**, and also when a single remaining chat's **title has diverged from the session title**. Previously the strip disappeared as soon as only one open chat remained, hiding closed-but-reopenable chats and any diverged chat title.

## Why

Closing chats down to a single open chat made the tab bar vanish, so the closed chats (still reopenable via the Conversations menu) were no longer discoverable from the strip. Likewise, a single chat whose title differs from the session title had no place to surface that title.

## How

- Introduced a single shared observable `IActiveSession.shouldShowChatTabs` (implemented in `VisibleSession`): shown when the session has more than one chat (counting closed, non-tool chats), or its single remaining chat's title diverged from the session title.
- `ChatCompositeBar` and the context key now both read this observable, so the header↔strip split for **New Chat** / **Conversations** stays in sync (one source of truth).
- Renamed the now-misleading context key `SessionHasMultipleOpenChatsContext` → `SessionShouldShowChatTabsContext` (id `sessionShouldShowChatTabs`, bound property `shouldShowChatTabs`), since the condition no longer maps to ""multiple open chats"". It is an internal context key, not part of the extension API.
- Updated `LAYOUT.md` and the context-key description; updated the `IActiveSession` test mocks.

## Tests

Added a `VisibleSession - shouldShowChatTabs` suite covering: single chat matching title (hidden), single chat with diverged title (shown), multiple chats (shown), tool-origin subagent ignored, and empty chat list (hidden).

## Notes for reviewers

- Navigation/close keybindings gated on this context key already guard the single-tab case (`navigateChatTab` returns when `tabs.length < 2`; close is additionally gated on `SessionActiveChatIsClosableContext`, false for the main chat), so broadening the gate is safe.
- Validated via the TypeScript language server (no errors) and the precommit hygiene hook; this worktree has no `node_modules`, so `npm run typecheck-client` / `valid-layers-check` were not run directly.",sandy081,2026-06-30T22:12:59Z,True,[]
microsoft/vscode,323788,Add agent skill for integrated browser work,,kycutler,2026-06-30T22:08:30Z,True,[]
microsoft/vscode,323787,"Make browser permissions ""cancel"" response immediately deny the pending request(s)",Fixes https://github.com/microsoft/vscode/issues/323558,kycutler,2026-06-30T21:54:56Z,True,[]
microsoft/vscode,323785,sessions: persist main chat rename across restore for agent host,"## What

For agent host multichat sessions, renaming the **default/main chat** sets a title that is independent of the session title. The host persists this under `customChatTitle:<defaultChatUri>`. However, `restoreSession` always re-seeded the default chat with an empty title (meaning ""inherit the session title""), so after a process restart or idle (LRU) eviction the main chat tab **reverted to the session title**. (Additional peer chats were already restored correctly via `_restorePeerChats`.)

## Fix

On restore, read the persisted default-chat title and seed it back through `restoreSession` → `_ensureDefaultChat`, mirroring the existing peer-chat restore path:

- `AgentService.restoreSession` now reads `customChatTitle:<defaultChatUri>` (via the existing `_readPersistedChatTitle`) alongside the draft and passes it through.
- `AgentHostStateManager.restoreSession` / `_ensureDefaultChat` accept an optional `defaultChatTitle` and seed the default chat's `ChatSummary` with it (falling back to `''` to inherit when there is no custom title).

## Notes for reviewers

- This is symmetric with how peer chat titles are already restored — same persisted key (`customChatTitle:<chatUri>`), same read helper.
- The persisted write key (`buildDefaultChatUri` raw string) round-trips through `URI.parse(...).toString()` used by the read path (verified).
- Scope is the **agent host** provider only. The **local chat sessions provider** intentionally shares one title observable between the primary chat and the session (renaming the first chat renames the session, live) — that behavior is by design and is left unchanged. This design distinction is documented as a new pitfall in the sessions skill.
- Spec updated: `AGENT_HOST_SESSIONS_PROVIDER.md` (the old line incorrectly stated `renameChat` ""updates the session title"").

## Test

Added a before/after regression test `restoreSession restores the default chat's independently-renamed title` in `agentService.test.ts`. Verified it **fails without the fix** (title reverts) and **passes with it**.

Validation: `typecheck-client`, `valid-layers-check`, and the affected node unit tests all pass.
",sandy081,2026-06-30T21:41:03Z,True,[]
microsoft/vscode,323784,build(deps): bump @koa/router and @vscode/test-web,"Bumps [@koa/router](https://github.com/koajs/router) to 15.6.0 and updates ancestor dependency [@vscode/test-web](https://github.com/microsoft/vscode-test-web). These dependencies need to be updated together.

Updates `@koa/router` from 14.0.0 to 15.6.0
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/koajs/router/releases"">@​koa/router's releases</a>.</em></p>
<blockquote>
<h2>v15.6.0</h2>
<ul>
<li>ci: drop node v20 from ci pipeline  b5f9b6c</li>
<li>chore: update *.md docs files  d586f45</li>
<li>chore: add more tests + bump deps  7148fd1</li>
<li>fix: hide internal rest param from prefixed middleware  99a6ae6</li>
</ul>
<hr />
<p><a href=""https://github.com/koajs/router/compare/v15.5.0...v15.6.0"">https://github.com/koajs/router/compare/v15.5.0...v15.6.0</a></p>
<h2>v15.5.0</h2>
<ul>
<li>feat(exclusive): add &amp;<a href=""https://redirect.github.com/koajs/router/issues/39"">#39</a>;specificity&amp;<a href=""https://redirect.github.com/koajs/router/issues/39"">#39</a>; mode for OpenAPI-compliant route selection or related cases - feat <a href=""https://redirect.github.com/koajs/router/issues/226"">#226</a>  e2c772c</li>
<li>fix(prefix): guard strip with segment-boundary check to prevent path corruption - fix <a href=""https://redirect.github.com/koajs/router/issues/232"">#232</a>  8c60199</li>
<li>chore: bump deps  237e91b</li>
<li>chore(deps): bump flatted from 3.4.1 to 3.4.2 (<a href=""https://redirect.github.com/koajs/router/issues/228"">#228</a>)  cd9920a</li>
<li>chore(deps): bump lodash from 4.17.23 to 4.18.1 (<a href=""https://redirect.github.com/koajs/router/issues/230"">#230</a>)  71471f7</li>
<li>chore(deps): bump path-to-regexp from 8.3.0 to 8.4.0 (<a href=""https://redirect.github.com/koajs/router/issues/229"">#229</a>)  58d7054</li>
</ul>
<hr />
<p><a href=""https://github.com/koajs/router/compare/v15.4.0...v15.5.0"">https://github.com/koajs/router/compare/v15.4.0...v15.5.0</a></p>
<h2>v15.4.0</h2>
<ul>
<li>feat: add router event system and ctx.routeMatched for not-found handling  54821e3</li>
</ul>
<hr />
<p><a href=""https://github.com/koajs/router/compare/v15.3.2...v15.4.0"">https://github.com/koajs/router/compare/v15.3.2...v15.4.0</a></p>
<h2>v15.3.2</h2>
<ul>
<li>chore: bump deps  0d4e9b3</li>
<li>Remove errant question mark for Optional parameter  6166894</li>
</ul>
<hr />
<p><a href=""https://github.com/koajs/router/compare/v15.3.1...v15.3.2"">https://github.com/koajs/router/compare/v15.3.1...v15.3.2</a></p>
<h2>v15.3.1</h2>
<ul>
<li>chore: add release script  8d83fb7</li>
<li>chore: bump devDeps to latest version and cleanup the yarn.lock file  2426f7c</li>
<li>chore: fix the c8 upgrade issue with cjs  aedcd8c</li>
<li>chore: update devDeps  d5240ad</li>
</ul>
<hr />
<p><a href=""https://github.com/koajs/router/compare/v15.3.0...v15.3.1"">https://github.com/koajs/router/compare/v15.3.0...v15.3.1</a></p>
<h2>v15.3.0</h2>
<ul>
<li>chore: bump deps  68c4b7f</li>
<li>fix <a href=""https://redirect.github.com/koajs/router/issues/219"">#219</a> + add types test which help to detect regression  6b58814</li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/koajs/router/commit/5b989fe0e37a4e1044287ba3fc935f5d0d623702""><code>5b989fe</code></a> v15.6.0</li>
<li><a href=""https://github.com/koajs/router/commit/b5f9b6cee1e9822074ff45c7abaf7aab1743dc3a""><code>b5f9b6c</code></a> ci: drop node v20 from ci pipeline</li>
<li><a href=""https://github.com/koajs/router/commit/d586f450ee0e92dd71ab995adfb1a535bcf55fba""><code>d586f45</code></a> chore: update *.md docs files</li>
<li><a href=""https://github.com/koajs/router/commit/7148fd1491ca9b116cdf52fa3446d235539137f8""><code>7148fd1</code></a> chore: add more tests + bump deps</li>
<li><a href=""https://github.com/koajs/router/commit/99a6ae6a259cc26b8227288a99303b7bc7f597a1""><code>99a6ae6</code></a> fix: hide internal rest param from prefixed middleware</li>
<li><a href=""https://github.com/koajs/router/commit/67fafbcaa6d546743a2beb3a898742777baca6d1""><code>67fafbc</code></a> v15.5.0</li>
<li><a href=""https://github.com/koajs/router/commit/e2c772cb49cacfec2de7fc752bdc79d56d0baa90""><code>e2c772c</code></a> feat(exclusive): add 'specificity' mode for OpenAPI-compliant route selection...</li>
<li><a href=""https://github.com/koajs/router/commit/8c601995c724b887df37947debe986d176008b3a""><code>8c60199</code></a> fix(prefix): guard strip with segment-boundary check to prevent path corrupti...</li>
<li><a href=""https://github.com/koajs/router/commit/237e91b339cd8c60952be016a0a0410ace635911""><code>237e91b</code></a> chore: bump deps</li>
<li><a href=""https://github.com/koajs/router/commit/cd9920a16932b45efa9322f20b5219cb65e93c5f""><code>cd9920a</code></a> chore(deps): bump flatted from 3.4.1 to 3.4.2 (<a href=""https://redirect.github.com/koajs/router/issues/228"">#228</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/koajs/router/compare/v14.0.0...v15.6.0"">compare view</a></li>
</ul>
</details>
<details>
<summary>Maintainer changes</summary>
<p>This version was pushed to npm by <a href=""https://www.npmjs.com/~3imed-jaberi"">3imed-jaberi</a>, a new releaser for <code>@​koa/router</code> since your current version.</p>
</details>
<details>
<summary>Install script changes</summary>
<p>This version adds <code>prepare</code> script that runs during installation. Review the package contents before updating.</p>
</details>
<br />

Updates `@vscode/test-web` from 0.0.76 to 0.0.81
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/microsoft/vscode-test-web/releases"">@​vscode/test-web's releases</a>.</em></p>
<blockquote>
<h2>v0.0.81</h2>
<h2>Changes:</h2>
<ul>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/216"">#216</a>: use ts-loader 9.6.1</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/215"">#215</a>: use ts-loader 9.6.1</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/214"">#214</a>: use ts-loader 9.6.1</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/213"">#213</a>: prepare 0.0.81</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/212"">#212</a>: handle download errors</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/211"">#211</a>: Run npm audit fix; add serialize-javascript override in sample</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/210"">#210</a>: Bump js-yaml from 4.1.1 to 4.2.0 in /sample</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/209"">#209</a>: fix: bump js-yaml 4.1.1 → 4.2.0 to resolve moderate DoS vulnerability</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/207"">#207</a>: chore: upgrade brace-expansion dependency</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/205"">#205</a>: Bump fast-uri from 3.1.0 to 3.1.2 in /sample</li>
</ul>
<!-- raw HTML omitted -->
<ul>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/202"">#202</a>: fix: run npm audit fix to resolve security vulnerabilities</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/199"">#199</a>: Bump path-to-regexp from 8.3.0 to 8.4.0</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/198"">#198</a>: Bump picomatch from 2.3.1 to 2.3.2 in /sample</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/197"">#197</a>: Bump flatted from 3.3.1 to 3.4.2</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/196"">#196</a>: Bump minimatch from 10.1.1 to 10.2.3 in /fs-provider</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/194"">#194</a>: Bump minimatch from 9.0.5 to 9.0.9 in /sample</li>
</ul>
<p>This list of changes was <a href=""https://dev.azure.com/monacotools/Monaco/_build/results?buildId=450243&amp;view=logs"">auto generated</a>.<!-- raw HTML omitted --></p>
<h2>v0.0.80</h2>
<h2>Changes:</h2>
<ul>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/195"">#195</a>: prepare 0.0.80</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/192"">#192</a>: Bump webpack from 5.103.0 to 5.105.2 in /sample</li>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/191"">#191</a>: Bump webpack from 5.103.0 to 5.105.0 in /fs-provider</li>
</ul>
<p>This list of changes was <a href=""https://dev.azure.com/monacotools/Monaco/_build/results?buildId=413229&amp;view=logs"">auto generated</a>.</p>
<h2>v0.0.79</h2>
<h2>Changes:</h2>
<ul>
<li><a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/189"">#189</a>: prepare 0.0.79</li>
</ul>
<p>This list of changes was <a href=""https://dev.azure.com/monacotools/Monaco/_build/results?buildId=400213&amp;view=logs"">auto generated</a>.</p>
<h2>v0.0.78</h2>
<h2>Changes:</h2>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/a70d9be164e8ed1b6b05fdb307c8f75045e225bb""><code>a70d9be</code></a> use ts-loader 9.6.1 (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/216"">#216</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/1cd066a5ecfc6c09a7448cc4c10a5b3df1a3cb9f""><code>1cd066a</code></a> use ts-loader 9.6.1 (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/215"">#215</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/dfd90d598b08da5961956404f486709e7a2ed840""><code>dfd90d5</code></a> use ts-loader 9.6.1 (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/214"">#214</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/5aaf07134348f9e47ef7cd201beb5ad9a8e52899""><code>5aaf071</code></a> prepare 0.0.81 (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/213"">#213</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/fd6ea1c0469fc2b87e5b42fa1a8a8a331cb51a3c""><code>fd6ea1c</code></a> handle download errors (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/212"">#212</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/57dbba8f9b4985f10acc4accce4e15bac6752dc6""><code>57dbba8</code></a> Run npm audit fix; add serialize-javascript override in sample (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/211"">#211</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/fc2162ae94d8c7cf40ecaf466d077436b20fe1be""><code>fc2162a</code></a> Bump js-yaml from 4.1.1 to 4.2.0 in /sample (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/210"">#210</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/ce51767679cb8e4f6781ac0fcaa922d0082ebe3a""><code>ce51767</code></a> fix: bump js-yaml 4.1.1 → 4.2.0 to resolve moderate DoS vulnerability (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/209"">#209</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/0867d1e05cd8e93b0eb97e00d00bbcf8aacaa997""><code>0867d1e</code></a> chore: upgrade brace-expansion dependency (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/207"">#207</a>)</li>
<li><a href=""https://github.com/microsoft/vscode-test-web/commit/311e34f9517c779c8c00ad1f35806e6e5be3400b""><code>311e34f</code></a> Bump fast-uri from 3.1.0 to 3.1.2 in /sample (<a href=""https://redirect.github.com/microsoft/vscode-test-web/issues/205"">#205</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/microsoft/vscode-test-web/compare/v0.0.76...v0.0.81"">compare view</a></li>
</ul>
</details>
<br />


Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/microsoft/vscode/network/alerts).

</details>",dependabot[bot],2026-06-30T21:38:44Z,True,"['javascript', 'dependencies']"
microsoft/vscode,323782,fix image carousel attachments + persistent images + serialize them better,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

- image carousel now gets ALL image attachments
- images now persist better accross reloads
- images are now serrialized better so it doesn't lag the input",justschen,2026-06-30T21:01:50Z,True,[]
microsoft/vscode,323780,policy: resolve managed settings per-key across delivery channels,"## What

Managed settings previously used a **single authoritative source**: the first non-empty delivery channel (native MDM > server > file) won wholesale and the others were ignored entirely. This switches to **per-key precedence** — the same order is honored, but resolved key-by-key:

- A key set/locked by a higher-precedence channel still **cannot be overwritten** by a lower one.
- A key a higher channel **leaves unset** is now **filled in** by a lower channel.

## How

- **Centralized merge** — replaced `selectManagedSettings` with `pickManagedSettings()` in `copilotManagedSettings.ts`. It walks `MANAGED_SETTINGS_CHANNELS` highest-first and returns:
  - `values` — the effective merged bag,
  - `resolutions` — per-key provenance (winning source + every channel's contribution, winner first),
  - `activeSources` — channels that won at least one key, in precedence order.
  - The merged bag is built with `Object.fromEntries` so an untrusted `__proto__` key can't corrupt its prototype chain.
- **`AccountPolicyService.getPolicyData`** consumes the picker; `activeSources.length === 0` replaces the old `source === 'none'` short-circuit.
- **Policy Diagnostics report** reworked to make *what came from where, what's effective, and why* explicit: plural ""active sources"", a per-key **Resolution table** (effective value, winning source, and per-channel values with overridden ones struck through), and per-key policy attribution.

## Tests

- New dedicated `pickManagedSettings` unit suite: per-key resolution + provenance, mid-tier (server) winning when native is absent, distinct keys winning from distinct channels, **falsy-but-present** values winning, `undefined`-hole fall-through, precedence-ordered `activeSources`, fresh-object guarantee, empty/all-empty, and a **prototype-pollution guard**.
- New **end-to-end** test in `accountPolicyService.test.ts`: native MDM wins one key and the file wins another — both reach policy evaluation (per-key fill-down across the full stack).

## Notes for reviewers

- Precedence **order** and within-channel merge semantics (e.g. `enabledPlugins` deny-wins) are unchanged.
- The prototype-pollution guard fixes a subtle hygiene regression the new test surfaced: bracket assignment (`values[key] = …`) invoked the `__proto__` setter on the returned bag; `Object.fromEntries` (define-property semantics) does not. The global prototype was never at risk and downstream reads only declared keys, so no functional bug shipped.
- Docs updated: `.github/skills/add-policy/SKILL.md` and `github-managed-settings.md`.
- Validation: ESLint clean, `tsgo` typecheck clean. The repo's gulp hygiene hook and the live Mocha suite couldn't run in this worktree (missing build deps / no `out/` build); the per-key algorithm was additionally verified against a faithful functional port.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>
",joshspicer,2026-06-30T20:47:32Z,True,[]
microsoft/vscode,323779,Populate turn timings for agent-host providers,"## Problem

The core `interactiveSessionProviderInvoked` telemetry event had **null** `timeToFirstProgress` and `totalTime` for all agent-host providers (`agent-host-copilotcli`, `agent-host-claude`, `agent-host-codex`).

Core reads these from `rawResult.timings` (see [`chatServiceImpl.ts`](https://github.com/microsoft/vscode/blob/main/src/vs/workbench/contrib/chat/common/chatService/chatServiceImpl.ts#L1597)):

```ts
timeToFirstProgress: rawResult.timings?.firstProgress,
totalTime: rawResult.timings?.totalElapsed,
```

Normal extension chat agents supply those timings via `ChatAgentResponseStream`. But agent-host sessions are served by `AgentHostSessionHandler._invokeAgent`, which returned an `IChatAgentResult` with **no `timings`** — so both fields were undefined on success/error turns. (`totalTime` only appeared on *cancelled* turns, where core measures it independently with its own stopwatch.)

## Fix

Measure the turn on the workbench side in `AgentHostSessionHandler._invokeAgent`:

- A `StopWatch` wraps the `progress` sink to record `firstProgress` on the first **visible** part — `markdownContent`, `thinking`, or `toolInvocation` — mirroring the agent host's own ""first visible progress"" definition (text delta / response part / tool-call start / reasoning) used by its `agentHost.turnCompleted` telemetry.
- `totalElapsed` is captured at turn completion.
- The result now returns `{ timings: { firstProgress, totalElapsed } }`.

`StopWatch.create(false)` (ms resolution) is used to match the two sibling turn timers that feed the same metric (`ChatAgentResponseStream` and `AgentHostTurnTracker`).

## Verification

Verified end-to-end by launching the Agents window from sources and driving a real `agent-host-claude` turn, then reading the emitted `interactiveSessionProviderInvoked` event from the telemetry log:

```json
{
  ""agent"": ""agent-host-claude"",
  ""sessionType"": ""agent-host-claude"",
  ""result"": ""success"",
  ""timeToFirstProgress"": 6616,
  ""totalTime"": 6644
}
```

Both fields are now populated. `copilotcli` and `codex` flow through the identical `_invokeAgent` path.

## Notes

- Draft: a focused unit test is still a good follow-up (extracting the timing logic into a small `TurnTimer` with an injectable clock would make it testable without the handler's heavy dependency surface).
",TylerLeonhardt,2026-06-30T20:44:44Z,True,[]
microsoft/vscode,323778,Return a useful error to agents when opening a browser page page times out,Fixes https://github.com/microsoft/vscode/issues/323455,kycutler,2026-06-30T20:40:50Z,True,[]
microsoft/vscode,323776,Keep context menus above shadow DOM hosts,"Notebook/editor context menus could render behind the right-side panel when opened near the panel edge, clipping submenus and menu items.

- **Context view layering**
  - Applies fixed, zero-size positioning to shadow DOM context view hosts.
  - Keeps the host `z-index` synchronized with the rendered context view layer.

- **Coverage**
  - Adds a focused context view test for shadow DOM host positioning and layering.",Copilot,2026-06-30T20:29:06Z,False,[]
microsoft/vscode,323774,Fix compact chat response summary styling,"## Summary

- keep action widget separator rows flat when the Modern UI rounded-corners override is enabled
- use the faded chat header foreground for the file-change summary and brighten it on hover or keyboard focus

## Testing

- targeted hygiene/stylelint
- `git diff --check`
- verified the file-change label inherits `descriptionForeground` normally and `foreground` on hover/focus
- verified separator rows are excluded without changing interactive list-row styling",justschen,2026-06-30T19:48:36Z,True,[]
